group,row,Z,valenceelectrons,diffto18electrons,sunfilled,punfilled,dunfilled,wt CN_1,sgl_bd CN_1,wt CN_2,L-shaped CN_2,water-like CN_2,bent 120 degrees CN_2,bent 150 degrees CN_2,linear CN_2,wt CN_3,trigonal planar CN_3,trigonal non-coplanar CN_3,T-shaped CN_3,wt CN_4,square co-planar CN_4,tetrahedral CN_4,rectangular see-saw-like CN_4,see-saw-like CN_4,trigonal pyramidal CN_4,wt CN_5,pentagonal planar CN_5,square pyramidal CN_5,trigonal bipyramidal CN_5,wt CN_6,hexagonal planar CN_6,octahedral CN_6,pentagonal pyramidal CN_6,wt CN_7,hexagonal pyramidal CN_7,pentagonal bipyramidal CN_7,wt CN_8,body-centered cubic CN_8,hexagonal bipyramidal CN_8,wt CN_9,q2 CN_9,q4 CN_9,q6 CN_9,wt CN_10,q2 CN_10,q4 CN_10,q6 CN_10,wt CN_11,q2 CN_11,q4 CN_11,q6 CN_11,wt CN_12,cuboctahedral CN_12,q2 CN_12,q4 CN_12,q6 CN_12,wt CN_13,wt CN_14,wt CN_15,wt CN_16,wt CN_17,wt CN_18,wt CN_19,wt CN_20,wt CN_21,wt CN_22,wt CN_23,wt CN_24,local difference in MendeleevNumber,maximum local difference in MendeleevNumber,mimum local difference in MendeleevNumber,local signed difference in MendeleevNumber,local difference in Column,maximum local difference in Column,mimum local difference in Column,local signed difference in Column,local difference in Row,maximum local difference in Row,mimum local difference in Row,local signed difference in Row,local difference in Electronegativity,maximum local difference in Electronegativity,mimum local difference in Electronegativity,local signed difference in Electronegativity,local difference in NsValence,maximum local difference in NsValence,mimum local difference in NsValence,local signed difference in NsValence,local difference in NpValence,maximum local difference in NpValence,mimum local difference in NpValence,local signed difference in NpValence,local difference in NdValence,maximum local difference in NdValence,mimum local difference in NdValence,local signed difference in NdValence,local difference in NfValence,maximum local difference in NfValence,mimum local difference in NfValence,local signed difference in NfValence,local difference in NValence,maximum local difference in NValence,mimum local difference in NValence,local signed difference in NValence,local difference in NsUnfilled,maximum local difference in NsUnfilled,mimum local difference in NsUnfilled,local signed difference in NsUnfilled,local difference in NpUnfilled,maximum local difference in NpUnfilled,mimum local difference in NpUnfilled,local signed difference in NpUnfilled,local difference in NdUnfilled,maximum local difference in NdUnfilled,mimum local difference in NdUnfilled,local signed difference in NdUnfilled,local difference in NfUnfilled,maximum local difference in NfUnfilled,mimum local difference in NfUnfilled,local signed difference in NfUnfilled,local difference in NUnfilled,maximum local difference in NUnfilled,mimum local difference in NUnfilled,local signed difference in NUnfilled,local difference in GSbandgap,maximum local difference in GSbandgap,mimum local difference in GSbandgap,local signed difference in GSbandgap,G2_0.05,G2_4.0,G2_20.0,G2_80.0,G4_0.005_1.0_-1.0,G4_0.005_1.0_1.0,G4_0.005_4.0_-1.0,G4_0.005_4.0_1.0
13.0,6.0,81.0,1.0,17.0,-4.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.21291107666337,20.0,0.0,18.21291107666337,3.6425822153326735,4.0,0.0,3.6425822153326735,0.9106455538331684,1.0,0.0,-0.9106455538331684,0.9470713759864953,1.04,0.0,0.9470713759864953,0.9106455538331684,1.0,0.0,-0.9106455538331684,0.9106455538331684,1.0,0.0,-0.9106455538331684,0.9106455538331684,1.0,0.0,-0.9106455538331684,0.9106455538331684,1.0,0.0,-0.9106455538331684,9.106455538331685,10.0,0.0,-9.106455538331685,0.9106455538331684,1.0,0.0,0.9106455538331684,0.9106455538331684,1.0,0.0,0.9106455538331684,0.9106455538331684,1.0,0.0,0.9106455538331684,0.9106455538331684,1.0,0.0,0.9106455538331684,3.6425822153326735,4.0,0.0,3.6425822153326735,0.9671055781708251,1.062,0.0,0.9671055781708251,4.107302285134373,1.2770805609442877,0.7665150060312343,0.37678189063372286,0.5264549659600055,1.2331382604319896,0.1586501217278343,0.7602449500344097
9.0,5.0,45.0,1.0,17.0,-3.0,3.0,8.0,0.612922722177526,0.612922722177526,0.08940582242130297,5.497457901939888e-08,6.425867418796694e-05,0.004240956751304293,0.08676055172992295,0.039717637729254615,0.1578980673223625,0.0684410502628461,0.020472019345867225,0.058603339045860035,0.11303732301462893,0.0314901461860206,0.04049489567647631,0.02741699258542169,0.03654647664175486,0.031520673965734276,0.0,0.0,0.0,0.0,0.008911293749893185,0.004107776233953613,0.003933256846429752,0.004119013005460278,0.0,0.0,0.0,0.00381941877429867,0.0005702472244499654,0.0017686916355022396,0.003819544832924058,0.0005312817200075176,0.0012414952334774219,0.0017070388310955593,0.0,0.0,0.0,0.0,0.008912568374535216,0.0017532394284484026,0.0023434785239069516,0.004246142435995998,0.0,0.0,0.0,0.0,0.0,0.00127323933252854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.94779321729453,23.0,0.0,19.94779321729453,5.203772143642052,6.0,0.0,5.203772143642052,2.601886071821026,3.0,0.0,-2.601886071821026,0.6591444715279935,0.7600000000000002,0.0,0.6591444715279935,2.601886071821026,3.0,0.0,-2.601886071821026,1.7345907145473505,2.0,0.0,-1.7345907145473505,1.7345907145473505,2.0,0.0,-1.7345907145473505,0.0,0.0,0.0,0.0,3.469181429094701,4.0,0.0,-3.469181429094701,2.601886071821026,3.0,0.0,2.601886071821026,1.7345907145473505,2.0,0.0,1.7345907145473505,1.7345907145473505,2.0,0.0,1.7345907145473505,0.0,0.0,0.0,0.0,6.071067500915727,7.0,0.0,6.071067500915727,5.582780214770648,6.437,0.0,5.582780214770648,17.071155943215604,5.7908726869470675,0.7704426704630304,0.18118045446989114,18.195878678709292,47.96057758422773,3.224177610543676,26.30367500488219
4.0,5.0,40.0,2.0,16.0,-3.0,3.0,8.0,0.7370883914711773,0.7370883914711773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2514526073266905,0.025043220264171488,0.24694786114380407,0.003730946282949017,0.06602995807417297,0.0688023118907794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010185761869603597,9.667571809513882e-05,0.006082199525818635,0.00403811976092359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00127323933252854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.508878986950986,19.0,0.0,16.508878986950986,5.213330206405574,6.0,0.0,5.213330206405574,0.8688883677342624,1.0,0.0,0.8688883677342624,0.8254439493475492,0.9499999999999997,0.0,0.8254439493475492,0.8688883677342624,1.0,0.0,0.8688883677342624,0.8688883677342624,1.0,0.0,0.8688883677342624,0.8688883677342624,1.0,0.0,0.8688883677342624,0.8688883677342624,1.0,0.0,0.8688883677342624,17.377767354685247,20.0,0.0,17.377767354685247,0.8688883677342624,1.0,0.0,-0.8688883677342624,0.8688883677342624,1.0,0.0,-0.8688883677342624,0.8688883677342624,1.0,0.0,-0.8688883677342624,0.8688883677342624,1.0,0.0,-0.8688883677342624,3.4755534709370495,4.0,0.0,-3.4755534709370495,0.0,0.0,0.0,0.0,11.02910110155368,3.4749546562576423,0.7155595528407728,0.2312533858136702,6.677570738068374,17.002512950193356,1.2636006223327085,9.738972089171606
10.0,6.0,78.0,1.0,17.0,-4.0,2.0,7.0,0.7370883914711773,0.7370883914711773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2527258008217589,0.025170022946692426,0.24819824551552327,0.003749837383695205,0.06636429110811305,0.06915068233273387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008912568374535216,8.459150711656576e-05,0.005321940551466464,0.0035333653912718002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00127323933252854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.50887898695098,19.0,0.0,-16.50887898695098,5.213330206405573,6.0,0.0,-5.213330206405573,0.868888367734262,1.0,0.0,-0.868888367734262,0.8254439493475486,0.9499999999999997,0.0,-0.8254439493475486,0.868888367734262,1.0,0.0,-0.868888367734262,0.868888367734262,1.0,0.0,-0.868888367734262,0.868888367734262,1.0,0.0,-0.868888367734262,0.868888367734262,1.0,0.0,-0.868888367734262,17.377767354685243,20.0,0.0,-17.377767354685243,0.868888367734262,1.0,0.0,0.868888367734262,0.868888367734262,1.0,0.0,0.868888367734262,0.868888367734262,1.0,0.0,0.868888367734262,0.868888367734262,1.0,0.0,0.868888367734262,3.475553470937048,4.0,0.0,3.475553470937048,0.0,0.0,0.0,0.0,11.029101101553676,3.4749546562576423,0.7155595528407728,0.23125338581367022,6.677570738068373,17.002512950193353,1.2636006223327094,9.738972089171607
11.0,4.0,29.0,1.0,17.0,-2.0,4.0,9.0,0.7271340334969175,0.7271340334969175,0.21304574713144925,6.901250858648004e-08,0.00010048997399010082,0.007781819647585285,0.20091034212817419,0.10294468070956089,0.05982021937163324,0.022200341488851322,0.0050458414781354086,0.016204415407011504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.96137994956376,30.0,0.0,25.96137994956376,5.192275989912752,6.0,0.0,5.192275989912752,0.8653793316521254,1.0,0.0,-0.8653793316521254,1.0903779578816784,1.2600000000000002,0.0,1.0903779578816784,0.8653793316521254,1.0,0.0,-0.8653793316521254,0.0,0.0,0.0,0.0,0.8653793316521254,1.0,0.0,-0.8653793316521254,0.0,0.0,0.0,0.0,3.4615173266085018,4.0,0.0,-3.4615173266085018,0.8653793316521254,1.0,0.0,0.8653793316521254,0.0,0.0,0.0,0.0,0.8653793316521254,1.0,0.0,0.8653793316521254,0.0,0.0,0.0,0.0,1.7307586633042509,2.0,0.0,1.7307586633042509,2.1573906738087483,2.493,0.0,2.1573906738087483,10.303674858344017,3.218448583277009,0.649604830003182,0.18116523456669562,5.854409594205746,15.194526630277483,1.1147133648630496,8.324334932163804
11.0,4.0,29.0,1.0,17.0,-2.0,4.0,9.0,0.7720605561823082,0.7720605561823082,0.19356615342902778,5.1824629645177816e-08,8.05155179744025e-05,0.006535597753278009,0.1806904309349064,0.09578234213567688,0.03437329038866403,0.012048239380201053,0.002518521101834193,0.008306414266958568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.81568900009033,31.0,0.0,26.81568900009033,5.190133354856192,6.0,0.0,5.190133354856192,0.0,0.0,0.0,0.0,0.9169235593579274,1.06,0.0,0.9169235593579274,0.0,0.0,0.0,0.0,0.8650222258093654,1.0,0.0,0.8650222258093654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.190133354856192,6.0,0.0,5.190133354856192,0.0,0.0,0.0,0.0,0.8650222258093654,1.0,0.0,-0.8650222258093654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8650222258093654,1.0,0.0,-0.8650222258093654,1.2603373830042455,1.457,0.0,1.2603373830042455,8.674156768454376,2.592662599463321,0.6373766120444397,0.18116519807842255,3.828469780374086,9.803570196906833,0.7912071637129018,5.453773857777285
9.0,6.0,77.0,2.0,16.0,-4.0,2.0,7.0,0.6165573664504168,0.6165573664504168,0.0882463435719298,5.2938444731680285e-08,6.240775301429716e-05,0.004144421502729409,0.0855552196369558,0.03933445528498068,0.17442072095309846,0.07522947385294142,0.022270236159672958,0.06408075733988822,0.09531247588445169,0.02630584701294136,0.03412879291409944,0.02269375384582332,0.030585681475485755,0.026271382192748768,0.0,0.0,0.0,0.0,0.008911445288245409,0.004117163359234108,0.003937045009032083,0.00410142425093099,0.0,0.0,0.0,0.006365840144794057,0.0009517505289691594,0.0029429674050824284,0.0,0.0,0.0,0.0,0.002546416275523911,0.0004119605224963541,0.0006292931577713271,0.001232312519639879,0.006366152099011306,0.001250045390535621,0.0016725661941877031,0.0030379307849454484,0.0,0.0,0.0,0.0,0.0,0.00127323933252854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.078456226638732,22.0,0.0,19.078456226638732,5.203215334537835,6.0,0.0,5.203215334537835,3.468810223025223,4.0,0.0,-3.468810223025223,0.7284501468352969,0.8399999999999999,0.0,0.7284501468352969,3.468810223025223,4.0,0.0,-3.468810223025223,2.6016076672689175,3.0,0.0,-2.6016076672689175,2.6016076672689175,3.0,0.0,-2.6016076672689175,0.8672025557563058,1.0,0.0,-0.8672025557563058,15.609646003613506,18.0,0.0,-15.609646003613506,3.468810223025223,4.0,0.0,3.468810223025223,2.6016076672689175,3.0,0.0,2.6016076672689175,2.6016076672689175,3.0,0.0,2.6016076672689175,0.8672025557563058,1.0,0.0,0.8672025557563058,9.539228113319366,11.0,0.0,9.539228113319366,5.582182851403342,6.437,0.0,5.582182851403342,16.77184237349368,5.679676706714525,0.7628366503129165,0.181178070008617,17.513950416141263,46.15984540650952,3.0997403860184454,25.296441566148804
3.0,7.0,94.0,2.0,16.0,-5.0,1.0,7.0,0.7433187090981891,0.7433187090981891,0.17524962295165783,6.075928987924228e-14,6.299545888290393e-09,1.0180706720954912e-05,0.020356471566398148,0.17524962295165783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050876852673930606,0.019553562043437667,0.014213070420410109,0.012334638563277283,0.0,0.0,0.0,0.03055481527622249,0.0014236739000926656,0.01799640573594766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.66161484777649,59.0,0.0,53.66161484777649,10.914226748700305,12.0,0.0,10.914226748700305,3.6380755829001017,4.0,0.0,-3.6380755829001017,0.8276621951097731,0.9099999999999999,0.0,0.8276621951097731,3.6380755829001017,4.0,0.0,-3.6380755829001017,2.728556687175076,3.0,0.0,-2.728556687175076,2.728556687175076,3.0,0.0,-2.728556687175076,1.8190377914500508,2.0,0.0,-1.8190377914500508,2.728556687175076,3.0,0.0,-2.728556687175076,3.6380755829001017,4.0,0.0,3.6380755829001017,2.728556687175076,3.0,0.0,2.728556687175076,2.728556687175076,3.0,0.0,2.728556687175076,1.8190377914500508,2.0,0.0,1.8190377914500508,10.914226748700305,12.0,0.0,10.914226748700305,1.4779682055531664,1.625,0.0,1.4779682055531664,9.07105851792934,2.7374905313350646,0.7743143488651079,0.37678189129766093,4.315150532019695,10.938693212003113,0.9246925979067959,6.0874138441038665
1.0,6.0,55.0,1.0,17.0,-4.0,2.0,8.0,0.9834483521481422,0.9834483521481422,0.0,0.0,0.0,0.0,0.0,0.0,0.016551647851857816,0.0002352782183015661,0.002317987782491227,0.016551647851857816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.91774856684283,91.0,0.0,82.91774856684283,14.578944802961372,16.0,0.0,14.578944802961372,0.9111840501850857,1.0,0.0,-0.9111840501850857,1.7039141738461108,1.87,0.0,1.7039141738461108,0.9111840501850857,1.0,0.0,-0.9111840501850857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.578944802961372,16.0,0.0,14.578944802961372,0.9111840501850857,1.0,0.0,0.9111840501850857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9111840501850857,1.0,0.0,0.9111840501850857,0.9676774612965614,1.062,0.0,0.9676774612965614,2.2598667600228373,1.0135973734280874,0.7664201187792291,0.37678189063372247,0.07856722552299832,0.1751858848264376,0.02877505357686813,0.11629648315802743
3.0,6.0,63.0,2.0,16.0,-4.0,2.0,8.0,0.7808332905926156,0.7808332905926156,0.19752267976306725,6.848144260742896e-14,7.100179994302944e-09,1.1474611065770731e-05,0.022943647143818382,0.19752267976306692,0.0,0.0,0.0,0.0,0.019097552252500524,0.019097552252500524,0.001289164954284216,0.019097552252500524,0.012731701501667015,0.009548776126250262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025464773918165806,-0.0001632370691828335,0.0014362179028120751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.169911087288554,65.0,0.0,59.169911087288554,11.833982217457715,13.0,0.0,11.833982217457715,0.9103063244198241,1.0,0.0,-0.9103063244198241,0.8329302868441391,0.915,0.0,0.8329302868441391,0.9103063244198241,1.0,0.0,-0.9103063244198241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9103063244198241,1.0,0.0,-0.9103063244198241,6.372144270938769,7.0,0.0,6.372144270938769,0.9103063244198241,1.0,0.0,0.9103063244198241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9103063244198241,1.0,0.0,0.9103063244198241,1.8206126488396481,2.0,0.0,1.8206126488396481,0.4223821345307984,0.464,0.0,0.4223821345307984,5.448814780823953,1.5754986851649606,0.766902135270258,0.37678189063379874,1.1568452738971995,2.7833206763346663,0.3146296140996915,1.6546245881255641
1.0,5.0,37.0,1.0,17.0,-3.0,3.0,9.0,0.7345981501951141,0.7345981501951141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2577624583733461,0.024898470890495294,0.2542973690543587,0.0034213578050714777,0.06649851492427382,0.06934535354080848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007639391431539846,6.2423882770312e-05,0.004549030175535712,0.0030243089590136093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.2627159471223,89.0,0.0,77.2627159471223,13.889926462404011,16.0,0.0,13.889926462404011,2.6043612117007524,3.0,0.0,-2.6043612117007524,2.7432604763247923,3.16,0.0,2.7432604763247923,2.6043612117007524,3.0,0.0,-2.6043612117007524,1.7362408078005014,2.0,0.0,-1.7362408078005014,0.8681204039002507,1.0,0.0,-0.8681204039002507,0.0,0.0,0.0,0.0,5.208722423401505,6.0,0.0,5.208722423401505,2.6043612117007524,3.0,0.0,2.6043612117007524,1.7362408078005014,2.0,0.0,1.7362408078005014,0.8681204039002507,1.0,0.0,0.8681204039002507,0.0,0.0,0.0,0.0,5.208722423401505,6.0,0.0,5.208722423401505,1.7101971956834938,1.97,0.0,1.7101971956834938,11.614086280998556,3.679248216302609,0.7239686527444599,0.2312534993264727,7.527168397423508,19.244279660741384,1.3963200138304532,10.966585032641126
6.0,4.0,24.0,1.0,17.0,-2.0,4.0,9.0,0.5839829771662255,0.5839829771662255,0.09982202102828644,7.753248346080464e-08,8.359381791440181e-05,0.005201653307098643,0.09766464318839659,0.0429363365986337,0.1033012672616783,0.04673704190244454,0.015410159851181415,0.04188821199385758,0.15180171286515415,0.04591753116349563,0.05440979109505855,0.04376582712156283,0.052451981926244604,0.047046188415077045,0.038174947522413974,0.019033034192450143,0.014829200934025864,0.012868559559065417,0.0,0.0,0.0,0.0,0.008911721616253854,0.005545196402980793,0.003793999441320351,0.0,0.0,0.0,0.005092748514237308,0.0007310665605706889,0.0016831516432244576,0.002240653435713529,0.0,0.0,0.0,0.0,0.007639364693221967,0.0015285181264952559,0.002024183289090001,0.003584395201360451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00127323933252854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.65201917717908,33.0,0.0,28.65201917717908,7.8141870483215685,9.0,0.0,7.8141870483215685,1.7364860107381264,2.0,0.0,-1.7364860107381264,1.198175347409307,1.3800000000000001,0.0,1.198175347409307,1.7364860107381264,2.0,0.0,-1.7364860107381264,0.8682430053690632,1.0,0.0,-0.8682430053690632,0.8682430053690632,1.0,0.0,-0.8682430053690632,0.0,0.0,0.0,0.0,0.8682430053690632,1.0,0.0,-0.8682430053690632,1.7364860107381264,2.0,0.0,1.7364860107381264,0.8682430053690632,1.0,0.0,0.8682430053690632,0.8682430053690632,1.0,0.0,0.8682430053690632,0.0,0.0,0.0,0.0,3.4729720214762527,4.0,0.0,3.4729720214762527,5.5888802255606596,6.437,0.0,5.5888802255606596,20.05367906225375,6.888313554624879,0.856042148154007,0.1812298072324865,25.6822360605865,67.67518983618626,4.634717845827746,37.40843794080687
7.0,6.0,75.0,2.0,16.0,-4.0,2.0,7.0,0.612922722177526,0.612922722177526,0.08940582242130297,5.4873227647384536e-08,6.418104632231111e-05,0.0042377979216389194,0.0867545194907919,0.0397276247070282,0.1074041577393849,0.0465373301027212,0.013909413771913766,0.039832623072506144,0.14571301362619066,0.040564871355515376,0.052199040773259216,0.03529354906296239,0.047084716821711,0.04059723996469283,0.02163720987935388,0.011126101855328377,0.0077358882973712064,0.006940099481257746,0.0,0.0,0.0,0.0,0.0076385663203295765,0.004652398578772733,0.0031510389369335205,0.0,0.0,0.0,0.006365903810161586,0.0008852458787034012,0.0020688791995880124,0.002845419837626673,0.0,0.0,0.0,0.0,0.007639364693221967,0.0015025766841342675,0.0020085795584604263,0.0036400042285341626,0.0,0.0,0.0,0.0,0.0,0.00127323933252854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.284074390343992,28.0,0.0,24.284074390343992,6.938306968669713,8.0,0.0,6.938306968669713,3.4691534843348566,4.0,0.0,-3.4691534843348566,0.9887087430354341,1.1400000000000001,0.0,0.9887087430354341,3.4691534843348566,4.0,0.0,-3.4691534843348566,2.6018651132511423,3.0,0.0,-2.6018651132511423,2.6018651132511423,3.0,0.0,-2.6018651132511423,0.8672883710837141,1.0,0.0,-0.8672883710837141,13.876613937339426,16.0,0.0,-13.876613937339426,3.4691534843348566,4.0,0.0,3.4691534843348566,2.6018651132511423,3.0,0.0,2.6018651132511423,2.6018651132511423,3.0,0.0,2.6018651132511423,0.8672883710837141,1.0,0.0,0.8672883710837141,9.540172081920856,11.0,0.0,9.540172081920856,5.582735244665868,6.437,0.0,5.582735244665868,17.04871060225816,5.782530000480413,0.7698648654266802,0.18118026378661206,18.144261293159616,47.82429871327676,3.2147411865598827,26.227409130707965
10.0,4.0,28.0,2.0,16.0,-2.0,4.0,9.0,0.596010924574532,0.596010924574532,0.32636965698093434,1.131528174629141e-13,1.173172641440791e-08,1.8959662819121152e-05,0.037910122319065785,0.32636965698093434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026703421138294884,0.006628388615517677,0.011053130528944584,0.006998617614962107,0.0,0.0,0.0,0.05091599730623875,0.0030301729644442226,0.036207140992511766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.11957855969605,31.0,0.0,28.11957855969605,8.163748614105302,9.0,0.0,-8.163748614105302,2.721249538035101,3.0,0.0,-2.721249538035101,0.26305412201006,0.29000000000000026,0.0,0.26305412201006,2.721249538035101,3.0,0.0,-2.721249538035101,1.8141663586900674,2.0,0.0,-1.8141663586900674,0.9070831793450337,1.0,0.0,-0.9070831793450337,0.0,0.0,0.0,0.0,8.163748614105302,9.0,0.0,-8.163748614105302,2.721249538035101,3.0,0.0,2.721249538035101,1.8141663586900674,2.0,0.0,1.8141663586900674,0.9070831793450337,1.0,0.0,0.9070831793450337,0.0,0.0,0.0,0.0,5.442499076070202,6.0,0.0,5.442499076070202,7.123324207396549,7.853,0.0,7.123324207396549,34.34349056704693,12.180531161719069,1.5190005328173914,0.3777292497980141,80.67844481270787,210.94632973926394,15.783195950906348,119.14567284774195
12.0,4.0,30.0,2.0,16.0,-2.0,4.0,9.0,0.6862706155032036,0.6862706155032036,0.0,0.0,0.0,0.0,0.0,0.0,0.12220334953206935,0.04682682252865492,0.12181285680369838,0.02093008668146001,0.16988200532040998,0.015489771721228897,0.16917809615960394,0.001545535290422576,0.041793665856579044,0.04367196082483588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00509238179245929,0.0031867015823384844,0.00509238179245929,0.016551647851857816,0.004706195807239955,0.007453668382469914,0.007173038857711443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.127009255011522,6.0,0.0,-5.127009255011522,1.7090030850038407,2.0,0.0,-1.7090030850038407,1.7090030850038407,2.0,0.0,1.7090030850038407,0.5383359717762097,0.6299999999999999,0.0,0.5383359717762097,1.7090030850038407,2.0,0.0,1.7090030850038407,1.7090030850038407,2.0,0.0,1.7090030850038407,1.7090030850038407,2.0,0.0,1.7090030850038407,0.8545015425019203,1.0,0.0,0.8545015425019203,10.254018510023045,12.0,0.0,10.254018510023045,1.7090030850038407,2.0,0.0,-1.7090030850038407,1.7090030850038407,2.0,0.0,-1.7090030850038407,1.7090030850038407,2.0,0.0,-1.7090030850038407,0.8545015425019203,1.0,0.0,-0.8545015425019203,5.981510797513443,7.0,0.0,-5.981510797513443,0.0,0.0,0.0,0.0,14.34951209874633,4.7481254567816995,0.8072876694587556,0.23126577831205145,12.3213408817254,31.772132540854656,2.27325525242855,17.999808083019136
